"ANO","MES","ANO_MES","TUR_MENSUAL","TUR_ACUMULADO","VAR_INTERANUAL_TUR","VAR_INTERANUAL_ACUMULADO_TUR"
1998,7,"Jul 1998",183589,1197506,0.03134,0.13258
1998,8,"Aug 1998",168750,1366256,0.04208,0.12056
1998,9,"Sep 1998",115825,1482081,-0.14047,0.09458
1998,10,"Oct 1998",107091,1589172,-0.17969,0.07046
1998,11,"Nov 1998",138319,1727491,-0.04853,0.05985
1998,12,"Dec 1998",162967,1890458,-0.10624,0.04314
1999,1,"Jan 1999",200864,200864,0.05647,0.05647
1999,2,"Feb 1999",191419,392283,0.05213,0.05435
1999,3,"Mar 1999",206385,598668,0.11811,0.07549
1999,4,"Apr 1999",174923,773591,0.04794,0.06914
1999,5,"May 1999",155099,928690,0.11263,0.07616
1999,6,"Jun 1999",167812,1096502,0.11168,0.08145
1999,7,"Jul 1999",211754,1308256,0.15341,0.09248
1999,8,"Aug 1999",190064,1498320,0.12631,0.09666
1999,9,"Sep 1999",143075,1641395,0.23527,0.10749
1999,10,"Oct 1999",152052,1793447,0.41984,0.12854
1999,11,"Nov 1999",175733,1969180,0.27049,0.13991
1999,12,"Dec 1999",183521,2152701,0.12612,0.13872
2000,1,"Jan 2000",237882,237882,0.18429,0.18429
2000,2,"Feb 2000",250722,488604,0.30981,0.24554
2000,3,"Mar 2000",236644,725248,0.14661,0.21144
2000,4,"Apr 2000",230988,956236,0.32051,0.2361
2000,5,"May 2000",165482,1121718,0.06694,0.20785
2000,6,"Jun 2000",186895,1308613,0.11372,0.19344
2000,7,"Jul 2000",235717,1544330,0.11316,0.18045
2000,8,"Aug 2000",202493,1746823,0.06539,0.16585
2000,9,"Sep 2000",152565,1899388,0.06633,0.15718
2000,10,"Oct 2000",161566,2060954,0.06257,0.14916
2000,11,"Nov 2000",188966,2249920,0.0753,0.14257
2000,12,"Dec 2000",213577,2463497,0.16377,0.14437
2001,1,"Jan 2001",248069,248069,0.04282,0.04282
2001,2,"Feb 2001",258349,506418,0.03042,0.03646
2001,3,"Mar 2001",270500,776918,0.14307,0.07124
2001,4,"Apr 2001",226286,1003204,-0.02036,0.04912
2001,5,"May 2001",165133,1168337,-0.00211,0.04156
2001,6,"Jun 2001",183475,1351812,-0.0183,0.03301
2001,7,"Jul 2001",247308,1599120,0.04917,0.03548
2001,8,"Aug 2001",206971,1806091,0.02211,0.03393
2001,9,"Sep 2001",133276,1939367,-0.12643,0.02105
2001,10,"Oct 2001",132785,2072152,-0.17814,0.00543
2001,11,"Nov 2001",143296,2215448,-0.24168,-0.01532
2001,12,"Dec 2001",179375,2394823,-0.16014,-0.02788
2002,1,"Jan 2002",188932,188932,-0.23839,-0.23839
2002,2,"Feb 2002",214076,403008,-0.17137,-0.2042
2002,3,"Mar 2002",246593,649601,-0.08838,-0.16387
2002,4,"Apr 2002",184873,834474,-0.18301,-0.16819
2002,5,"May 2002",149726,984200,-0.0933,-0.15761
2002,6,"Jun 2002",183230,1167430,-0.00134,-0.1364
2002,7,"Jul 2002",231219,1398649,-0.06506,-0.12536
2002,8,"Aug 2002",201592,1600241,-0.02599,-0.11398
2002,9,"Sep 2002",138902,1739143,0.04221,-0.10324
2002,10,"Oct 2002",140730,1879873,0.05983,-0.09279
2002,11,"Nov 2002",189574,2069447,0.32295,-0.0659
2002,12,"Dec 2002",239422,2308869,0.33476,-0.03589
2003,1,"Jan 2003",256738,256738,0.35889,0.35889
2003,2,"Feb 2003",260975,517713,0.21908,0.28462
2003,3,"Mar 2003",268451,786164,0.08864,0.21023
2003,4,"Apr 2003",231451,1017615,0.25195,0.21947
2003,5,"May 2003",173914,1191529,0.16155,0.21066
2003,6,"Jun 2003",213197,1404726,0.16355,0.20326
2003,7,"Jul 2003",288760,1693486,0.24886,0.2108
2003,8,"Aug 2003",263176,1956662,0.30549,0.22273
2003,9,"Sep 2003",159788,2116450,0.15037,0.21695
2003,10,"Oct 2003",168604,2285054,0.19807,0.21554
2003,11,"Nov 2003",211663,2496717,0.11652,0.20647
2003,12,"Dec 2003",261833,2758550,0.0936,0.19476
2004,1,"Jan 2004",276251,276251,0.076,0.076
2004,2,"Feb 2004",293129,569380,0.12321,0.0998
2004,3,"Mar 2004",281957,851337,0.05031,0.0829
2004,4,"Apr 2004",253302,1104639,0.09441,0.08552
2004,5,"May 2004",184031,1288670,0.05817,0.08153
2004,6,"Jun 2004",224149,1512819,0.05137,0.07695
2004,7,"Jul 2004",306784,1819603,0.06242,0.07447
2004,8,"Aug 2004",259993,2079596,-0.01209,0.06283
2004,9,"Sep 2004",147269,2226865,-0.07835,0.05217
2004,10,"Oct 2004",160253,2387118,-0.04953,0.04467
2004,11,"Nov 2004",216805,2603923,0.02429,0.04294
2004,12,"Dec 2004",268968,2872891,0.02725,0.04145
2005,1,"Jan 2005",296832,296832,0.0745,0.0745
2005,2,"Feb 2005",289293,586125,-0.01309,0.02941
2005,3,"Mar 2005",321558,907683,0.14045,0.06619
2005,4,"Apr 2005",258372,1166055,0.02002,0.0556
2005,5,"May 2005",205288,1371343,0.11551,0.06415
2005,6,"Jun 2005",251358,1622701,0.12139,0.07263
2005,7,"Jul 2005",337692,1960393,0.10075,0.07737
2005,8,"Aug 2005",263176,2223569,0.01224,0.06923
2005,9,"Sep 2005",158983,2382552,0.07954,0.06991
2005,10,"Oct 2005",181318,2563870,0.13145,0.07404
