"FECHA","SECTOR_ECONOMICO","DEUDA"
31/7/22,"I - TRANSPORTE Y ALMACENAMIENTO",34927864705.71
31/7/22,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",86390803763.04
31/7/22,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",25875637387.74
31/7/22,"B - PESCA",293879833.66
31/7/22,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",884240147.57
31/8/22,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",82183987763.96
31/8/22,"O - Otras actividades de servicios comunitarios, sociales y personales",26398790648.12
31/8/22,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",4004660207.45
31/8/22,"M - ENSEÑANZA",8213632683.24
30/9/22,"Y - CONSUMO DE BIENES Y SERVICIOS",420854908057.27
30/9/22,"B - PESCA",283966152.18
30/11/22,"F - CONSTRUCCIÓN",84943097351.22
30/11/22,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",27025832870.41
31/12/22,"I - TRANSPORTE Y ALMACENAMIENTO",37562537717.98
31/12/22,"M - ENSEÑANZA",7467149543.32
31/1/23,"B - PESCA",285868984.33
28/2/23,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",9324390012.65
28/2/23,"B - PESCA",283851730.24
28/2/23,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",299803594697.5
31/3/23,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",22334151117.04
31/3/23,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",9715728500.76
31/3/23,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",20521501780.68
31/3/23,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",304701663985.77
30/4/23,"O - Otras actividades de servicios comunitarios, sociales y personales",31102993822.21
30/4/23,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",95118345028.51
31/5/23,"D - INDUSTRIA MANUFACTURERA",134865143379.49
31/5/23,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",97108889688.44
31/5/23,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",94291622813.63
30/6/23,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",20200010020.79
30/6/23,"I - TRANSPORTE Y ALMACENAMIENTO",38198359462.88
30/6/23,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",7053268279.98
30/6/23,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",9696527601.21
31/7/23,"Y - CONSUMO DE BIENES Y SERVICIOS",498624541516.59
31/7/23,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",23265198302.61
31/8/23,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",39708970489.1
31/8/23,"B - PESCA",280180636.52
31/8/23,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",10778257587.03
30/9/23,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",332951492113.67
30/11/23,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",24005016756.82
31/12/23,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",18551684094.85
31/12/23,"F - CONSTRUCCIÓN",118726269170.52
31/12/23,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",112134508831.09
31/12/23,"M - ENSEÑANZA",7822742232.08
31/12/23,"B - PESCA",384717462.68
31/1/24,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",839165857.91
31/1/24,"Y - CONSUMO DE BIENES Y SERVICIOS",544728219318.87
29/2/24,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",68997081641.03
29/2/24,"I - TRANSPORTE Y ALMACENAMIENTO",43874952731.58
31/3/24,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",42360010247.07
30/4/24,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",68942266072.98
30/4/24,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",274421672241.6
30/4/24,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",55606443780.49
30/4/24,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",24346146648.41
30/4/24,"M - ENSEÑANZA",7564405354.89
31/5/24,"M - ENSEÑANZA",7369224832.18
31/5/24,"B - PESCA",379089842.45
31/1/12,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",17683323695.98
31/1/12,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",1623919974.02
31/1/12,"B - PESCA",58764606.43
31/1/12,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",1028021589.99
29/2/12,"Y - CONSUMO DE BIENES Y SERVICIOS",112016148309.89
29/2/12,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",1013305087.01
31/3/12,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",27378184269.87
30/4/12,"Y - CONSUMO DE BIENES Y SERVICIOS",113023778352.38
30/4/12,"I - TRANSPORTE Y ALMACENAMIENTO",9193440221.06
30/4/12,"F - CONSTRUCCIÓN",26947562112.74
30/4/12,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",10820093084.64
31/5/12,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",17810366248.6
31/5/12,"I - TRANSPORTE Y ALMACENAMIENTO",9163926210.12
31/5/12,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",94425903071.43
30/6/12,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",23479929592.81
30/6/12,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",12650319783.24
31/7/12,"Y - CONSUMO DE BIENES Y SERVICIOS",116781777608.94
31/7/12,"O - Otras actividades de servicios comunitarios, sociales y personales",21402032424.46
31/8/12,"D - INDUSTRIA MANUFACTURERA",34562423080.4
31/8/12,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",53101568615.4
31/8/12,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",14451576146.57
30/9/12,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",20409865881.03
30/9/12,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",16398089079.83
30/9/12,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",2706426894.52
31/10/12,"M - ENSEÑANZA",2735574504.4
31/10/12,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",19534609898.83
30/11/12,"Y - CONSUMO DE BIENES Y SERVICIOS",124378634664.32
30/11/12,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",19405368611.75
30/11/12,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",17039913964.8
30/11/12,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",3830926624.55
30/11/12,"M - ENSEÑANZA",2782613661.41
30/11/12,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",48247873343.13
30/11/12,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",1941987718.59
31/12/12,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",20511868749.38
31/12/12,"M - ENSEÑANZA",3140709063.46
28/2/13,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",6235114128.43
30/4/13,"Y - CONSUMO DE BIENES Y SERVICIOS",127154512610.64
30/4/13,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",79612363447.16
30/4/13,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",100974214668.14
30/4/13,"O - Otras actividades de servicios comunitarios, sociales y personales",21118608005.35
30/4/13,"M - ENSEÑANZA",3044233860.2
31/5/13,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",24860785990.57
31/5/13,"I - TRANSPORTE Y ALMACENAMIENTO",10170403300.14
30/6/13,"I - TRANSPORTE Y ALMACENAMIENTO",10339062217.9
31/8/13,"Y - CONSUMO DE BIENES Y SERVICIOS",135755453093.55
31/8/13,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",24953901846.48
31/8/13,"O - Otras actividades de servicios comunitarios, sociales y personales",20704016233.79
30/9/13,"I - TRANSPORTE Y ALMACENAMIENTO",10708553875.39
30/9/13,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",14246584665.93
30/9/13,"O - Otras actividades de servicios comunitarios, sociales y personales",20071193635.88
30/9/13,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",19844976339.72
31/10/13,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",13241437484.66
30/11/13,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",52607236579.04
31/12/13,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",97671714478.91
31/12/13,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",39228702434.69
31/1/14,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",96050010009.37
31/1/14,"F - CONSTRUCCIÓN",30000224002.76
31/1/14,"B - PESCA",112193829.34
28/2/14,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",92265525414.82
28/2/14,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",22647735154.73
28/2/14,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",93505518873.29
30/4/14,"D - INDUSTRIA MANUFACTURERA",47656051066.73
30/4/14,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",29899745431.29
31/5/14,"F - CONSTRUCCIÓN",31523519758.67
31/5/14,"M - ENSEÑANZA",3523601830.9
31/5/14,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",22413662929.89
30/6/14,"F - CONSTRUCCIÓN",32148636274.3
30/6/14,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",28783774439.78
30/6/14,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",4852017214.08
31/7/14,"M - ENSEÑANZA",3923706445.87
31/8/14,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",17299087622.36
31/8/14,"O - Otras actividades de servicios comunitarios, sociales y personales",19268623946.33
30/9/14,"Y - CONSUMO DE BIENES Y SERVICIOS",159862987138.25
30/9/14,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",6590383945.68
30/9/14,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",9626288208.76
30/9/14,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",29593060086.42
31/10/14,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",119958725224.2
31/10/14,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",17695718499.95
31/10/14,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",39915932449.09
31/10/14,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",11225512016.25
31/10/14,"M - ENSEÑANZA",4252753893.11
31/10/14,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",30114616290.02
30/11/14,"Y - CONSUMO DE BIENES Y SERVICIOS",167598291548.23
30/11/14,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",6450664216.61
30/11/14,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",51195825934.88
31/12/14,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",103894183683.94
31/12/14,"Y - CONSUMO DE BIENES Y SERVICIOS",168701854661.91
31/12/14,"B - PESCA",126601336.92
31/1/15,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",17008649128.32
31/1/15,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",56175588342.65
31/1/15,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",6427686235.1
31/1/15,"Y - CONSUMO DE BIENES Y SERVICIOS",169059705424.93
31/3/15,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",16909328676.91
30/4/15,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",28728032302.88
30/4/15,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",51161740106.74
31/5/15,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",28029168300.09
31/5/15,"F - CONSTRUCCIÓN",60354639290.15
30/6/15,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",30240131948.53
30/6/15,"F - CONSTRUCCIÓN",51592165285.32
31/7/15,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",7820441352.8
31/7/15,"D - INDUSTRIA MANUFACTURERA",56063013728.16
31/7/15,"M - ENSEÑANZA",4457673857.99
31/7/15,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",32309455415.29
31/7/15,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",24872384798.98
31/8/15,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",1792845717.67
30/9/15,"F - CONSTRUCCIÓN",52928931311.4
31/10/15,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",137392590741.46
31/10/15,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",7870020460.05
30/11/15,"O - Otras actividades de servicios comunitarios, sociales y personales",16681758223.19
30/11/15,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",20967133693.79
31/12/15,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",2686114098.63
31/12/15,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",46686549985.6
31/1/16,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",116426236660.97
31/1/16,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",2022516544.47
31/1/16,"I - TRANSPORTE Y ALMACENAMIENTO",16156323383.87
29/2/16,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",38846058811.77
29/2/16,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",47202638320.14
31/3/16,"D - INDUSTRIA MANUFACTURERA",55353780999.58
31/3/16,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",141652159607.86
31/3/16,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",2817302380.7
30/4/16,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",18276012020.22
31/5/16,"D - INDUSTRIA MANUFACTURERA",57193726885.87
31/5/16,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",8730324393.63
30/6/16,"F - CONSTRUCCIÓN",64807676487.51
30/6/16,"O - Otras actividades de servicios comunitarios, sociales y personales",15274031302.25
30/6/16,"I - TRANSPORTE Y ALMACENAMIENTO",15033089421.53
30/6/16,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",11086755306.25
30/6/16,"M - ENSEÑANZA",4617976570.27
31/7/16,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",17353153719.76
31/7/16,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",39008386384.95
31/7/16,"Y - CONSUMO DE BIENES Y SERVICIOS",215613798008.11
31/8/16,"H - ALOJAMIENTO Y SERVICIOS DE COMIDA",41087699046.06
31/8/16,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",46734790515.53
31/8/16,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",2033183420.59
30/9/16,"D - INDUSTRIA MANUFACTURERA",54582184111.92
30/9/16,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",17076950123.6
30/9/16,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",2012416334.74
31/10/16,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",32556897475.6
31/10/16,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",15300261692.41
31/12/16,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",44345879710.17
31/12/16,"I - TRANSPORTE Y ALMACENAMIENTO",12910095268.8
31/12/16,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",19214346699.06
31/12/16,"B - PESCA",119323785.25
31/1/17,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",122457727322.79
31/1/17,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",8382940974.63
31/1/17,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",153742916085.59
31/1/17,"O - Otras actividades de servicios comunitarios, sociales y personales",16259215560.33
31/1/17,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",41127689649.45
28/2/17,"M - ENSEÑANZA",4933290222.15
28/2/17,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",28194590277.53
28/2/17,"B - PESCA",104805587.02
31/3/17,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",43412986308.85
31/3/17,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",26832348851.15
31/3/17,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",2621642145.99
30/4/17,"F - CONSTRUCCIÓN",71942938526.96
31/5/17,"G - COMERCIO AL POR MAYOR Y AL POR MENOR. REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS",129332393788.56
31/5/17,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",47672599079.45
31/5/17,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",19735881299.45
31/5/17,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",836015182.44
30/6/17,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",48698434630.63
30/6/17,"M - ENSEÑANZA",5038932734.86
31/7/17,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",19739419384.83
31/7/17,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",17350133127.28
31/8/17,"Y - CONSUMO DE BIENES Y SERVICIOS",251308263793.75
31/8/17,"I - TRANSPORTE Y ALMACENAMIENTO",18212644473.65
31/8/17,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",14617285141.97
30/9/17,"I - TRANSPORTE Y ALMACENAMIENTO",18137019381.17
31/10/17,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",2662090697.16
30/11/17,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",50815781882.85
30/11/17,"M - ENSEÑANZA",5286090788.75
31/12/17,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",10428029968.59
31/12/17,"I - TRANSPORTE Y ALMACENAMIENTO",18495625907.32
31/12/17,"M - ENSEÑANZA",5723461756.35
31/1/18,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",53686672202.19
31/1/18,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",34189446659.48
31/3/18,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",1710045407.88
31/3/18,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",33878872069.28
31/3/18,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",20969008550.97
30/4/18,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",21236145857.12
30/4/18,"M - ENSEÑANZA",5728083926.8
30/6/18,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",1797605881.9
30/6/18,"B - PESCA",158932854.13
31/7/18,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",40501268962.13
31/7/18,"D - INDUSTRIA MANUFACTURERA",73644469614.85
31/8/18,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",1755207148.28
30/9/18,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",1968377966.25
31/10/18,"O - Otras actividades de servicios comunitarios, sociales y personales",19940480225.35
30/11/18,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",7718730539.51
30/11/18,"M - ENSEÑANZA",6033519118.17
30/11/18,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",1770471512.2
30/11/18,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",38098367525.6
31/12/18,"O - Otras actividades de servicios comunitarios, sociales y personales",19871700761.52
31/12/18,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",11632575499.46
31/12/18,"B - PESCA",134095948.86
31/1/19,"O - Otras actividades de servicios comunitarios, sociales y personales",19389087271.1
31/1/19,"M - ENSEÑANZA",6390502078.05
31/1/19,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",187043383413.06
31/3/19,"O - Otras actividades de servicios comunitarios, sociales y personales",19261489585.46
31/3/19,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",40247479943.93
31/3/19,"J - ACTIVIDADES FINANCIERAS Y DE SEGURO",47490333065.89
30/4/19,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",61905902148.48
30/4/19,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",7753365015.69
30/4/19,"I - TRANSPORTE Y ALMACENAMIENTO",21862003652.93
30/4/19,"L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA",47727281139.94
31/5/19,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",40777204523.93
31/5/19,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",1694383065.99
30/6/19,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",61644364126.72
30/6/19,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",7467042854.27
30/6/19,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",1280566898.37
30/6/19,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",12031708823.14
30/6/19,"M - ENSEÑANZA",6485236825
31/7/19,"N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA",12154210946.55
31/7/19,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",1232749480.76
31/8/19,"Z - COMPRA Y REMODELACIÓN DE VIVIENDAS",202941065550.86
31/8/19,"I - TRANSPORTE Y ALMACENAMIENTO",22704851475.85
31/8/19,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",43663792078.52
31/8/19,"M - ENSEÑANZA",6156639191.44
31/8/19,"Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES",1122816034.87
31/8/19,"C - EXPLOTACIÓN DE MINAS Y CANTERAS",1669996759.11
31/10/19,"Y - CONSUMO DE BIENES Y SERVICIOS",318221183077.09
